Time,Blade,Action,Type,Interface,Origin,Source,Destination,Service,Access Rule Number,Access Rule Name,Description,SNI,TLS Server Host Name
2026-04-02T15:29:56Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,216.239.34.36,443,,,,,
2026-04-02T15:29:56Z,Firewall,Accept,Connection,,,192.168.100.150,216.239.34.36,443,,Cleanup rule,,,
2026-04-02T15:29:56Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Navigazione,,,
2026-04-02T15:29:56Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:29:55Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.209.40,443,,Cleanup rule,,,
2026-04-02T15:29:55Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.209.40,443,,,,,
2026-04-02T15:29:55Z,Firewall,Accept,Connection,,,192.168.100.150,172.217.23.163,443,,Cleanup rule,,,
2026-04-02T15:29:55Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,172.217.23.163,443,,,,,
2026-04-02T15:29:55Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.141.227,443,,Cleanup rule,,,
2026-04-02T15:29:54Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.156.119,443,,Cleanup rule,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.156.119,443,,,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,142.251.141.227,443,,,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.127.84,443,,,,,
2026-04-02T15:29:54Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.127.84,443,,Cleanup rule,,,
2026-04-02T15:29:54Z,Firewall,Accept,Connection,,,192.168.100.150,172.217.23.163,443,,Cleanup rule,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,172.217.23.163,443,,,,,
2026-04-02T15:29:54Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.141.227,443,,Cleanup rule,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,192.178.202.95,443,,,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,192.178.202.95,443,,,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,142.251.141.227,443,,,,,
2026-04-02T15:29:54Z,HTTPS Inspection,HTTPS Bypass,Session,,,192.168.100.150,172.217.23.163,443,,,,,
2026-04-02T15:29:38Z,Firewall,Accept,Connection,,,192.168.100.150,13.224.106.70,443,,Cleanup rule,,,
2026-04-02T15:29:38Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.27.12,443,,Cleanup rule,,,
2026-04-02T15:29:29Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,104.83.107.88,443,,,,,
2026-04-02T15:29:29Z,Firewall,Drop,Connection,,,192.168.100.150,104.83.107.88,443,,Facebook,,,
2026-04-02T15:29:29Z,Application Control,Drop,Session,,,192.168.100.150,104.83.107.88,443,,Facebook,,,
2026-04-02T15:29:28Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.156.119,443,,Cleanup rule,,,
2026-04-02T15:29:28Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.156.119,443,,,,,
2026-04-02T15:29:28Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.156.119,443,,Cleanup rule,,,
2026-04-02T15:29:28Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.156.119,443,,,,,
2026-04-02T15:29:28Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:29:28Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:29:28Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,142.251.156.119,443,,,,,
2026-04-02T15:29:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:29:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:29:27Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:29:27Z,Firewall,Accept,Connection,,,192.168.100.150,40.126.53.17,443,,Cleanup rule,,,
2026-04-02T15:29:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,40.126.53.17,443,,,,,
2026-04-02T15:29:27Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,40.126.53.17,443,,,,,
2026-04-02T15:29:27Z,Firewall,Accept,Connection,,,192.168.100.150,20.190.181.3,443,,Cleanup rule,,,
2026-04-02T15:29:26Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.190.181.3,443,,,,,
2026-04-02T15:29:26Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,20.190.181.3,443,,,,,
2026-04-02T15:29:16Z,Firewall,Accept,Connection,,,192.168.100.150,64.58.116.142,443,,Cleanup rule,,,
2026-04-02T15:29:15Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,64.58.116.142,443,,,,,
2026-04-02T15:29:15Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,64.58.116.142,443,,,,,
2026-04-02T15:29:10Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.148,443,,,,,
2026-04-02T15:29:10Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.148,443,,Cleanup rule,,,
2026-04-02T15:28:52Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.154.7.113,443,,,,,
2026-04-02T15:28:52Z,Firewall,Accept,Connection,,,192.168.100.150,72.154.7.113,443,,Cleanup rule,,,
2026-04-02T15:28:42Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.174,443,,Cleanup rule,,,
2026-04-02T15:28:42Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.174,443,,Cleanup rule,,,
2026-04-02T15:28:41Z,Firewall,Accept,Connection,,,192.168.100.150,35.214.168.80,443,,Cleanup rule,,,
2026-04-02T15:28:33Z,Firewall,Accept,Connection,,,192.168.100.150,35.214.168.80,443,,Cleanup rule,,,
2026-04-02T15:28:33Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,35.214.168.80,443,,,,,
2026-04-02T15:28:33Z,Firewall,Accept,Connection,,,192.168.100.150,35.214.168.80,443,,Cleanup rule,,,
2026-04-02T15:28:33Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,35.214.168.80,443,,,,,
2026-04-02T15:28:33Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,35.214.168.80,443,,,,,
2026-04-02T15:28:33Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.157,443,,Cleanup rule,,,
2026-04-02T15:28:32Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.174,443,,,,,
2026-04-02T15:28:32Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.174,443,,,,,
2026-04-02T15:28:32Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.174,443,,,,,
2026-04-02T15:28:32Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:28:32Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:28:32Z,Firewall,Accept,Connection,,,192.168.100.150,20.42.65.88,443,,Cleanup rule,,,
2026-04-02T15:28:31Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.42.65.88,443,,,,,
2026-04-02T15:28:31Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.18.65,443,,Cleanup rule,,,
2026-04-02T15:28:31Z,Firewall,Accept,Connection,,,192.168.100.150,151.5.18.56,443,,Cleanup rule,,,
2026-04-02T15:28:31Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,204.79.197.203,443,,,,,
2026-04-02T15:28:31Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.18.56,443,,,,,
2026-04-02T15:28:31Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,20.42.65.88,443,,,,,
2026-04-02T15:28:31Z,Firewall,Accept,Connection,,,192.168.100.150,204.79.197.203,443,,Cleanup rule,,,
2026-04-02T15:28:31Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,13.224.106.70,443,,,,,
2026-04-02T15:28:31Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,151.5.18.65,443,,,,,
2026-04-02T15:28:30Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.27.12,443,,,,,
2026-04-02T15:28:30Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.157,443,,,,,
2026-04-02T15:28:30Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.157,443,,Cleanup rule,,,
2026-04-02T15:28:29Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.157,443,,,,,
2026-04-02T15:28:29Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.157,443,,,,,
2026-04-02T15:27:02Z,Firewall,Accept,Connection,,,192.168.100.150,20.50.201.204,443,,Navigazione,,,
2026-04-02T15:26:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.50.201.204,443,,,,,
2026-04-02T15:26:46Z,Firewall,Accept,Connection,,,192.168.100.150,72.154.7.113,443,,Cleanup rule,,,
2026-04-02T15:26:46Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.154.7.113,443,,,,,
2026-04-02T15:26:46Z,Firewall,Accept,Connection,,,192.168.100.150,72.154.7.105,443,,Cleanup rule,,,
2026-04-02T15:26:46Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.154.7.105,443,,,,,
2026-04-02T15:26:46Z,Firewall,Accept,Connection,,,192.168.100.150,72.154.7.110,443,,Cleanup rule,,,
2026-04-02T15:26:46Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,72.154.7.113,443,,,,,
2026-04-02T15:26:46Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,72.154.7.105,443,,,,,
2026-04-02T15:26:45Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.154.7.110,443,,,,,
2026-04-02T15:25:14Z,Firewall,Accept,Connection,,,192.168.100.150,20.242.181.1,443,,Cleanup rule,,,
2026-04-02T15:25:06Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.242.181.1,443,,,,,
2026-04-02T15:24:56Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:24:56Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Navigazione,,,
2026-04-02T15:24:52Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,107.20.160.27,443,,,,,
2026-04-02T15:24:52Z,Firewall,Drop,Connection,,,192.168.100.150,107.20.160.27,443,,Facebook,,,
2026-04-02T15:24:50Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,107.20.160.27,443,,,,,
2026-04-02T15:24:50Z,Firewall,Drop,Connection,,,192.168.100.150,107.20.160.27,443,,Facebook,,,
2026-04-02T15:24:49Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,23.205.48.77,443,,,,,
2026-04-02T15:24:49Z,Firewall,Accept,Connection,,,192.168.100.150,23.205.48.77,443,,Cleanup rule,,,
2026-04-02T15:24:49Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,23.205.48.77,443,,,,,
2026-04-02T15:24:48Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.154.7.99,443,,,,,
2026-04-02T15:24:48Z,Firewall,Accept,Connection,,,192.168.100.150,72.154.7.99,443,,Cleanup rule,,,
2026-04-02T15:24:48Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,107.20.160.27,443,,,,,
2026-04-02T15:24:48Z,Firewall,Drop,Connection,,,192.168.100.150,107.20.160.27,443,,Facebook,,,
2026-04-02T15:24:46Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.142,443,,,,,
2026-04-02T15:24:46Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.142,443,,Cleanup rule,,,
2026-04-02T15:24:46Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.142,443,,,,,
2026-04-02T15:24:45Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.142,443,,Cleanup rule,,,
2026-04-02T15:24:45Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,107.20.160.27,443,,,,,
2026-04-02T15:24:45Z,Firewall,Drop,Connection,,,192.168.100.150,107.20.160.27,443,,Facebook,,,
2026-04-02T15:24:45Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,104.83.107.88,443,,,,,
2026-04-02T15:24:45Z,Firewall,Drop,Connection,,,192.168.100.150,104.83.107.88,443,,Facebook,,,
2026-04-02T15:24:45Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,104.83.107.88,443,,,,,
2026-04-02T15:24:45Z,Firewall,Drop,Connection,,,192.168.100.150,104.83.107.88,443,,Facebook,,,
2026-04-02T15:24:44Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,107.20.160.27,443,,,,,
2026-04-02T15:24:44Z,Firewall,Drop,Connection,,,192.168.100.150,107.20.160.27,443,,Facebook,,,
2026-04-02T15:24:43Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,107.20.160.27,443,,,,,
2026-04-02T15:24:43Z,Firewall,Drop,Connection,,,192.168.100.150,107.20.160.27,443,,Facebook,,,
2026-04-02T15:24:43Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,107.20.160.27,443,,,,,
2026-04-02T15:24:42Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,104.83.107.88,443,,,,,
2026-04-02T15:24:42Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.142,443,,,,,
2026-04-02T15:24:42Z,Firewall,Drop,Connection,,,192.168.100.150,104.83.107.88,443,,Facebook,,,
2026-04-02T15:24:42Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:24:42Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:24:41Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:24:41Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:24:40Z,Firewall,Accept,Connection,,,192.168.100.150,20.50.201.204,443,,Navigazione,,,
2026-04-02T15:24:11Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.142,443,,Cleanup rule,,,
2026-04-02T15:24:10Z,Firewall,Accept,Connection,,,192.168.100.150,20.242.181.1,443,,Cleanup rule,,,
2026-04-02T15:24:02Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.242.181.1,443,,,,,
2026-04-02T15:24:02Z,Firewall,Accept,Connection,,,192.168.100.150,20.242.181.1,443,,Cleanup rule,,,
2026-04-02T15:24:01Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.142,443,,,,,
2026-04-02T15:23:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.242.181.1,443,,,,,
2026-04-02T15:23:51Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.142,443,,Cleanup rule,,,
2026-04-02T15:23:41Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.142,443,,,,,
2026-04-02T15:23:35Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Navigazione,,,
2026-04-02T15:23:35Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:23:29Z,Firewall,Accept,Connection,,,192.168.100.150,2.22.248.142,443,,Cleanup rule,,,
2026-04-02T15:23:25Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:23:25Z,Firewall,Drop,Connection,,,192.168.100.150,54.160.93.182,443,,Facebook,,,
2026-04-02T15:23:23Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:23:23Z,Firewall,Drop,Connection,,,192.168.100.150,54.160.93.182,443,,Facebook,,,
2026-04-02T15:23:22Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:23:22Z,Firewall,Drop,Connection,,,192.168.100.150,54.160.93.182,443,,Facebook,,,
2026-04-02T15:23:21Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.152.119,443,,,,,
2026-04-02T15:23:21Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.152.119,443,,Cleanup rule,,,
2026-04-02T15:23:21Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,104.83.107.88,443,,,,,
2026-04-02T15:23:21Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.160.93.182,443,,,,,
2026-04-02T15:23:21Z,Firewall,Drop,Connection,,,192.168.100.150,54.160.93.182,443,,Facebook,,,
2026-04-02T15:23:21Z,Firewall,Accept,Connection,,,192.168.100.150,150.171.28.11,443,,Cleanup rule,,,
2026-04-02T15:23:21Z,Firewall,Drop,Connection,,,192.168.100.150,104.83.107.88,443,,Facebook,,,
2026-04-02T15:23:21Z,Firewall,Accept,Connection,,,192.168.100.150,142.251.152.119,443,,Cleanup rule,,,
2026-04-02T15:23:21Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,150.171.28.11,443,,,,,
2026-04-02T15:23:21Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,142.251.152.119,443,,,,,
2026-04-02T15:23:21Z,Application Control,Drop,Session,,,192.168.100.150,54.160.93.182,443,,Facebook,,,
2026-04-02T15:23:21Z,Application Control,Drop,Session,,,192.168.100.150,104.83.107.88,443,,Facebook,,,
2026-04-02T15:23:19Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,2.22.248.142,443,,,,,
2026-04-02T15:23:19Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:23:19Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:23:19Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:23:19Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:23:19Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:23:19Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,2.22.248.142,443,,,,,
2026-04-02T15:22:55Z,Firewall,Accept,Connection,,,192.168.100.150,72.154.7.110,443,,Cleanup rule,,,
2026-04-02T15:22:55Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.154.7.110,443,,,,,
2026-04-02T15:22:55Z,Firewall,Accept,Connection,,,192.168.100.150,72.154.7.99,443,,Cleanup rule,,,
2026-04-02T15:22:55Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.154.7.99,443,,,,,
2026-04-02T15:22:55Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,72.154.7.99,443,,,,,
2026-04-02T15:22:55Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,72.154.7.110,443,,,,,
2026-04-02T15:22:50Z,Firewall,Accept,Connection,,,192.168.100.150,20.50.201.204,443,,Cleanup rule,,,
2026-04-02T15:22:49Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.50.201.204,443,,,,,
2026-04-02T15:22:48Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,23.60.189.217,443,,,,,
2026-04-02T15:22:48Z,Firewall,Accept,Connection,,,192.168.100.150,23.60.189.217,443,,Cleanup rule,,,
2026-04-02T15:22:48Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,23.60.189.217,443,,,,,
2026-04-02T15:22:45Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,72.145.35.100,443,,,,,
2026-04-02T15:22:45Z,Firewall,Accept,Connection,,,192.168.100.150,72.145.35.100,443,,Cleanup rule,,,
2026-04-02T15:22:45Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,72.145.35.100,443,,,,,
2026-04-02T15:21:36Z,Firewall,Accept,Connection,,,192.168.100.150,4.231.128.59,443,,Cleanup rule,,,
2026-04-02T15:21:35Z,Firewall,Accept,Connection,,,192.168.100.150,4.231.128.59,443,,Cleanup rule,,,
2026-04-02T15:21:28Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,4.231.128.59,443,,,,,
2026-04-02T15:21:27Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,4.231.128.59,443,,,,,
2026-04-02T15:21:09Z,Firewall,Accept,Connection,,,192.168.100.150,51.124.78.146,443,,Cleanup rule,,,
2026-04-02T15:21:02Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,51.124.78.146,443,,,,,
2026-04-02T15:21:02Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,51.124.78.146,443,,,,,
2026-04-02T15:21:01Z,Firewall,Accept,Connection,,,192.168.100.150,4.231.128.59,443,,Cleanup rule,,,
2026-04-02T15:21:01Z,Firewall,Accept,Connection,,,192.168.100.150,4.231.128.59,443,,Cleanup rule,,,
2026-04-02T15:21:01Z,Firewall,Accept,Connection,,,192.168.100.150,4.231.128.59,443,,Cleanup rule,,,
2026-04-02T15:20:56Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.50.201.204,443,,,,,
2026-04-02T15:20:56Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,20.50.201.204,443,,,,,
2026-04-02T15:20:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,4.231.128.59,443,,,,,
2026-04-02T15:20:53Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,4.231.128.59,443,,,,,
2026-04-02T15:20:53Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,4.231.128.59,443,,,,,
2026-04-02T15:20:53Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,4.231.128.59,443,,,,,
2026-04-02T15:19:01Z,Firewall,Accept,Connection,,,192.168.100.150,20.242.181.1,443,,Cleanup rule,,,
2026-04-02T15:18:54Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,20.242.181.1,443,,,,,
2026-04-02T15:18:54Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,20.242.181.1,443,,,,,
2026-04-02T15:18:23Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:18:18Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:18:18Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:18:18Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:18:18Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:17:49Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,135.236.137.147,443,,,,,
2026-04-02T15:17:49Z,Firewall,Accept,Connection,,,192.168.100.150,135.236.137.147,443,,Cleanup rule,,,
2026-04-02T15:17:49Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,135.236.137.147,443,,,,,
2026-04-02T15:17:22Z,Firewall,Accept,Connection,,,192.168.100.150,45.57.90.1,443,,Cleanup rule,,,
2026-04-02T15:17:18Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:17:18Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:17:18Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:17:18Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:17:17Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:16:47Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:16:47Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:47Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:16:47Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:44Z,Firewall,Accept,Connection,,,192.168.100.150,54.160.93.182,443,,Cleanup rule,,,
2026-04-02T15:16:42Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:16:42Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:42Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:16:42Z,HTTPS Inspection,HTTPS Bypass,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:42Z,HTTPS Inspection,HTTPS Bypass,Session,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:42Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:16:41Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:40Z,Firewall,Drop,Connection,,,192.168.100.150,54.237.226.164,443,,Facebook,,,
2026-04-02T15:16:39Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:39Z,HTTPS Inspection,HTTPS Inspect,Connection,,,192.168.100.150,45.57.90.1,443,,,,,
2026-04-02T15:16:39Z,HTTPS Inspection,HTTPS Inspect,Session,,,192.168.100.150,54.237.226.164,443,,,,,
2026-04-02T15:16:39Z,Application Control,Drop,Session,,,192.168.100.150,54.160.93.182,443,,Facebook,,,
